"gene";"ensembl_gene_id";"gene_biotype";"chromosome_name";"start";"end";"g_score";"mutsig";"avg_expr";"sirna"
"CFAP126";"ENSG00000188931";"protein_coding";1;161364731;161367874;0.015638;NA;NA;-0.98053698
"CFAP157";"ENSG00000160401";"protein_coding";9;127706989;127716002;0.0475;NA;NA;NA
"CFAP161";"ENSG00000156206";"protein_coding";15;81007033;81149175;0.006647;NA;NA;NA
"CFAP20";"ENSG00000070761";"protein_coding";16;58113588;58129450;0.010104;NA;NA;0.757197463
"CFAP206";"ENSG00000272514";"protein_coding";6;87407983;87464465;0;NA;NA;NA
"CFAP221";"ENSG00000163075";"protein_coding";2;119544432;119662251;0.009605;NA;NA;NA
"CFAP36";"ENSG00000163001";"protein_coding";2;55519604;55545879;0.009001;NA;NA;1.007935075
"CFAP43";"ENSG00000197748";"protein_coding";10;104129888;104232362;0.014115;NA;NA;NA
"CFAP44";"ENSG00000206530";"protein_coding";3;113286947;113441610;0.006841;NA;NA;NA
"CFAP45";"ENSG00000213085";"protein_coding";1;159872364;159900163;0.019206;NA;NA;0.358869276
"CFAP46";"ENSG00000171811";"protein_coding";10;132808392;132942823;0.004384;NA;NA;-0.532140492
"CFAP47";"ENSG00000165164";"protein_coding";23;35919734;36385319;0.039363;NA;NA;NA
"CFAP52";"ENSG00000166596";"protein_coding";17;9576627;9643459;0.015556;NA;NA;-1.261775059
"CFAP53";"ENSG00000172361";"protein_coding";18;50227193;50266522;0;NA;NA;0.200029178
"CFAP54";"ENSG00000188596";"protein_coding";12;96489571;96875555;0.052078;NA;NA;-0.817339671
"CFAP57";"ENSG00000243710";"protein_coding";1;43172149;43254358;0;NA;NA;0.435160057
"CFAP58";"ENSG00000120051";"protein_coding";10;104353764;104455090;0.01541;NA;NA;NA
"CFAP61";"ENSG00000089101";"protein_coding";20;20052514;20360702;0.000527;NA;NA;NA
"CFAP65";"ENSG00000181378";"protein_coding";2;219002846;219041527;0.019029;NA;NA;NA
"CFAP69";"ENSG00000105792";"protein_coding";7;90245174;90311063;0.039789;NA;NA;NA
"CFAP70";"ENSG00000156042";"protein_coding";10;73253759;73358859;0.006336;NA;NA;-0.679889512
"CFAP73";"ENSG00000186710";"protein_coding";12;113149858;113159276;0.033055;NA;NA;NA
"CFAP74";"ENSG00000142609";"protein_coding";1;1921951;2003837;NA;NA;NA;0.488634903
"CFAP77";"ENSG00000188523";"protein_coding";9;132410043;132573317;0.0184147029236965;NA;NA;NA
"CFAP97";"ENSG00000164323";"protein_coding";4;185159665;185209504;0.033665;NA;NA;NA
"CFAP99";"ENSG00000206113";"protein_coding";4;2418974;2462942;0.028651;NA;NA;NA
"CFB";"ENSG00000243649";"protein_coding";6;31945650;31952084;NA;-6.42e-05;10.4233063;0.02782829
"CFC1";"ENSG00000136698";"protein_coding";2;130592168;130599575;0.007425;0;NA;-0.556699311
"CFC1B";"ENSG00000152093";"protein_coding";2;130521197;130528604;0.007425;0;5.260157331;-0.556699311
"CFD";"ENSG00000197766";"protein_coding";19;859643;863630;0.006988;-2.755621955;8.152956356;0.412977898
"CFDP1";"ENSG00000153774";"protein_coding";16;75293698;75433485;0.007671;0;9.784602943;1.090722059
"CFH";"ENSG00000000971";"protein_coding";1;196651878;196747504;0.0128825;-2.001576465;8.80484208;-0.086912885
"CFHR1";"ENSG00000244414";"protein_coding";1;196819757;196832189;0.013758;-0.176578838;NA;-0.962315921
"CFHR2";"ENSG00000080910";"protein_coding";1;196943772;196959226;0.013758;-0.172390078;NA;-0.525010513
"CFHR3";"ENSG00000116785";"protein_coding";1;196774795;196795406;0.013758;-0.755080458;-0.11546509;-0.11967118
"CFHR4";"ENSG00000134365";"protein_coding";1;196850241;196918972;0.013758;0;NA;-0.054907199
"CFHR5";"ENSG00000134389";"protein_coding";1;196977556;197009674;0.013758;-0.00501626;NA;-0.170888199
"CFI";"ENSG00000205403";"protein_coding";4;109740694;109802179;0.013174;-0.858873602;7.557297971;-0.305407145
"CFL1";"ENSG00000172757";"protein_coding";11;65823022;65862026;0.076843;-2.232835175;13.79541013;-0.19675418
"CFL2";"ENSG00000165410";"protein_coding";14;34706769;34714823;0.022337;0;9.922785276;-0.058591022
"CFLAR";"ENSG00000003402";"protein_coding";2;201116104;201176687;0.019881;-1.01242395;9.321621546;5.787794094
"CFP";"ENSG00000126759";"protein_coding";23;47623172;47630305;0.012822;0;4.287928305;-0.934192113
"CFTR";"ENSG00000001626";"protein_coding";7;117465784;117715971;0.0195746841050394;-0.05943689;6.374308621;-0.187128708
"CGA";"ENSG00000135346";"protein_coding";6;87085498;87095406;0.003574;-1.550560227;2.370571322;-0.138803291
"CGAS";"ENSG00000164430";"protein_coding";6;73413515;73452276;0.003652;NA;NA;NA
"CGB1";"ENSG00000267631";"protein_coding";19;49035610;49036895;0.010623;0;NA;0.240670061
"CGB2";"ENSG00000104818";"protein_coding";19;49031912;49033238;0.010623;0;-0.366296103;0.240670061
"CGB3";"ENSG00000104827";"protein_coding";19;49022869;49024333;0.010623;NA;NA;NA
"CGB5";"ENSG00000189052";"protein_coding";19;49043884;49045311;0.010623;-1.26e-05;-0.485261384;0.240670061
"CGB7";"ENSG00000196337";"protein_coding";19;49054275;49058860;0.010623;-1e-07;2.253086575;0.240670061
"CGB8";"ENSG00000213030";"protein_coding";19;49047638;49049106;0.010623;0;NA;0.240670061
"CGGBP1";"ENSG00000163320";"protein_coding";3;88051944;88149885;0.016996;-0.925417504;10.88710495;0.051487939
"CGN";"ENSG00000143375";"protein_coding";1;151510510;151538692;0.066607;-0.152140967;10.48937811;2.729032899
"CGNL1";"ENSG00000128849";"protein_coding";15;57375967;57550727;0.0102035;-0.150902311;11.46524441;-0.317369666
"CGREF1";"ENSG00000138028";"protein_coding";2;27098889;27119115;0.01367;0;9.059648804;0.621331743
"CGRRF1";"ENSG00000100532";"protein_coding";14;54509812;54539309;0.003857;0;8.052003649;-0.925873804
"CH25H";"ENSG00000138135";"protein_coding";10;89205629;89207314;0.003965;0;5.521025974;-0.599875297
"CHAC1";"ENSG00000128965";"protein_coding";15;40952962;40956519;0.012072;-0.599242898;5.723516368;-0.460444588
"CHAC2";"ENSG00000143942";"protein_coding";2;53767792;53775196;0.01544;0;4.882963849;-0.473516217
"CHAD";"ENSG00000136457";"protein_coding";17;50464496;50468966;0.036611;-0.27561662;2.76460375;NA
"CHADL";"ENSG00000100399";"protein_coding";22;41229510;41240934;0.000814;NA;7.641606454;1.551397955
"CHAF1A";"ENSG00000167670";"protein_coding";19;4402662;4445018;0.008687;-0.074421221;8.950114028;1.166379063
"CHAF1B";"ENSG00000159259";"protein_coding";21;36385378;36419015;0.014137;-0.331076818;7.123802336;-0.627602995
"CHAMP1";"ENSG00000198824";"protein_coding";13;114314513;114327328;0.017847;NA;NA;-0.660876233
"CHAT";"ENSG00000070748";"protein_coding";10;49609095;49665104;0.009572;-0.001508938;NA;0.968720188
"CHCHD1";"ENSG00000172586";"protein_coding";10;73782047;73783652;0.006336;0;9.755017323;-0.809021362
"CHCHD10";"ENSG00000250479";"protein_coding";22;23765834;23768443;NA;0;9.083044079;NA
"CHCHD2";"ENSG00000106153";"protein_coding";7;56101569;56106576;0.010484;-3.296574158;12.04558152;-1.583416355
"CHCHD3";"ENSG00000106554";"protein_coding";7;132784868;133082088;0.0253400936340172;0;9.385323677;-1.300989946
"CHCHD4";"ENSG00000163528";"protein_coding";3;14112077;14124870;0.008325;0;8.267061525;NA
"CHCHD5";"ENSG00000125611";"protein_coding";2;112584240;112589275;0;0;8.803673542;NA
"CHCHD6";"ENSG00000159685";"protein_coding";3;126704220;126960406;0.059529;0;7.443740585;0.30895942
"CHCHD7";"ENSG00000170791";"protein_coding";8;56211686;56218798;0.048203;0;9.28057938;-0.889827796
"CHD1";"ENSG00000153922";"protein_coding";5;98853985;98928957;NA;-6.931370537;9.049408502;0.980207377
"CHD1L";"ENSG00000131778";"protein_coding";1;147242641;147295766;NA;-0.002428847;9.783791326;-0.096142247
"CHD2";"ENSG00000173575";"protein_coding";15;92900189;93028005;0.016138;-0.29381162;11.13994819;1.438506613
"CHD3";"ENSG00000170004";"protein_coding";17;7884806;7912760;0.00185451459494916;-1.395581756;12.61393918;-1.148091497
"CHD4";"ENSG00000111642";"protein_coding";12;6570083;6607476;0.01262;-1.883781341;11.90857781;0.93940805
"CHD5";"ENSG00000116254";"protein_coding";1;6101793;6180123;0.0120713990084396;-0.151940142;4.655473354;0.106428392
"CHD6";"ENSG00000124177";"protein_coding";20;41402101;41618494;0.0141428049388707;-0.163263795;10.92114722;0.879199334
"CHD7";"ENSG00000171316";"protein_coding";8;60678778;60868028;0.032502;-0.921699835;8.544124994;1.33908301
"CHD8";"ENSG00000100888";"protein_coding";14;21385194;21456126;0.003922;-0.022888351;10.73411449;-1.612332383
"CHD9";"ENSG00000177200";"protein_coding";16;53055033;53329150;0.006514;-3e-07;9.674156602;-0.047024611
"CHDH";"ENSG00000016391";"protein_coding";3;53812335;53846390;0.00177;-3.337687796;9.495661279;-0.15702435
"CHEK1";"ENSG00000149554";"protein_coding";11;125625136;125676255;0.023663;0;7.078840904;0.79760068
"CHEK2";"ENSG00000183765";"protein_coding";22;28687743;28742422;0;0;6.581711614;2.048515968
"CHERP";"ENSG00000085872";"protein_coding";19;16517889;16542530;0.011161;-0.120890145;10.58401469;0.614597874
"CHFR";"ENSG00000072609";"protein_coding";12;132822187;132956304;NA;0;8.607291173;-0.717519959
"CHGA";"ENSG00000100604";"protein_coding";14;92923080;92935293;0.010811;-1.955191992;7.988031686;-0.572147599
"CHGB";"ENSG00000089199";"protein_coding";20;5911430;5925361;0.00955;-0.16005573;6.253870624;-0.437866319
"CHI3L1";"ENSG00000133048";"protein_coding";1;203178931;203186749;0.015711;-0.571322545;6.194269749;-0.136426631
"CHI3L2";"ENSG00000064886";"protein_coding";1;111200771;111243440;0.009862;-0.725708596;5.197358431;0.881972104
"CHIA";"ENSG00000134216";"protein_coding";1;111290862;111320566;0.008173;-0.453452714;NA;-0.779709224
"CHIC1";"ENSG00000204116";"protein_coding";23;73563200;73687102;0.003106;-3.975794887;8.174639145;NA
"CHIC2";"ENSG00000109220";"protein_coding";4;54009789;54064690;0.009109;-2.485298206;7.836179267;1.039623872
"CHID1";"ENSG00000177830";"protein_coding";11;867860;915058;0.006475;-0.040495902;11.33637774;0.501706532
"CHIT1";"ENSG00000133063";"protein_coding";1;203212827;203273641;0.015711;-0.122057132;5.98766858;-0.546400451
"CHKA";"ENSG00000110721";"protein_coding";11;68052859;68121444;0.0890965;0;10.21286867;0.07933447
"CHKB";"ENSG00000100288";"protein_coding";22;50578949;50601455;NA;0;8.175937765;-0.078832242
"CHKB-CPT1B";"ENSG00000254413";"protein_coding";22;50568869;50582965;NA;NA;8.199454955;-0.155202244
"CHL1";"ENSG00000134121";"protein_coding";3;196596;409417;NA;-1.516225386;6.880934117;-0.356941052
"CHM";"ENSG00000188419";"protein_coding";23;85861180;86047562;0.013099;-1.452314085;8.776102391;-0.292771237
"CHML";"ENSG00000203668";"protein_coding";1;241628853;241640254;0.019294;0;7.750135179;1.129540836
"CHMP1A";"ENSG00000131165";"protein_coding";16;89644431;89657845;NA;0;11.15436127;NA
"CHMP1B";"ENSG00000255112";"protein_coding";18;11851396;11854449;0.0088;0;10.5377292;0.199157736
"CHMP2A";"ENSG00000130724";"protein_coding";19;58551566;58555124;0.029957;0;11.36916995;4.048871322
"CHMP2B";"ENSG00000083937";"protein_coding";3;87227271;87255548;0.018896;0;10.27711846;0.456153885
"CHMP3";"ENSG00000115561";"protein_coding";2;86503431;86563479;0.015785;NA;NA;1.20836672
"CHMP4A";"ENSG00000254505";"protein_coding";14;24209583;24213869;0.004788;0;10.16283684;0.327101257
"CHMP4B";"ENSG00000101421";"protein_coding";20;33811304;33854366;0.015474;-0.790617131;11.74524381;0.396578946
"CHMP4C";"ENSG00000164695";"protein_coding";8;81732434;81759515;0.090845;0;9.295943241;1.326803601
"CHMP5";"ENSG00000086065";"protein_coding";9;33264879;33282069;0.014676;-0.000206821;10.81593506;0.016982799
"CHMP6";"ENSG00000176108";"protein_coding";17;80991598;81009517;NA;0;9.118069922;-0.179364952
"CHMP7";"ENSG00000147457";"protein_coding";8;23243637;23262000;0;0;9.857782472;-0.010832043
"CHN1";"ENSG00000128656";"protein_coding";2;174799363;175005369;0.008778;-0.286181332;7.748666618;-0.061244959
"CHN2";"ENSG00000106069";"protein_coding";7;29122274;29514328;0.035186;0;8.359098565;-0.809417472
"CHODL";"ENSG00000154645";"protein_coding";21;17901263;18267373;0.0159192319431984;0;5.324795712;-0.175879185
"CHORDC1";"ENSG00000110172";"protein_coding";11;90201160;90223364;0.020599;0;8.969949448;0.537356429
"CHP1";"ENSG00000187446";"protein_coding";15;41230839;41281890;0.012072;NA;NA;0.363424541
"CHP2";"ENSG00000166869";"protein_coding";16;23754627;23758951;0.002162;-0.569055376;3.975232296;0.165765665
"CHPF";"ENSG00000123989";"protein_coding";2;219538947;219543787;0.010039;-0.228647797;11.95630253;NA
"CHPF2";"ENSG00000033100";"protein_coding";7;151232489;151238827;0.032058;-0.113719354;10.66373583;0.604695124
"CHPT1";"ENSG00000111666";"protein_coding";12;101696947;101744140;0.040045747990372;0;10.18657819;0.790074591
"CHRAC1";"ENSG00000104472";"protein_coding";8;140511298;140517137;0.05911;-1.637951077;9.18649404;-0.290275744
"CHRD";"ENSG00000090539";"protein_coding";3;184380073;184390736;0.027692;-0.026609206;7.632251653;0.978622937
"CHRDL1";"ENSG00000101938";"protein_coding";23;110673856;110795819;0.004265;0;9.957729326;0.231242644
"CHRDL2";"ENSG00000054938";"protein_coding";11;74696429;74731385;0.040601;-0.5714766;6.347807158;-0.229195587
"CHRFAM7A";"ENSG00000166664";"protein_coding";15;30357766;30393849;NA;0;4.230166744;-1.427349027
"CHRM1";"ENSG00000168539";"protein_coding";11;62908679;62921807;0.01357;0;10.55642564;-0.2321268
"CHRM2";"ENSG00000181072";"protein_coding";7;136868669;137020255;0.0215295;-0.070236859;1.019916982;1.572787893
"CHRM3";"ENSG00000133019";"protein_coding";1;239386565;239915452;0.0131484457199978;-0.038558932;5.337375772;2.204979407
"CHRM4";"ENSG00000180720";"protein_coding";11;46385098;46386608;0;-0.031818998;0.816835953;0.248116928
"CHRM5";"ENSG00000184984";"protein_coding";15;33968720;34067457;0.021953;0;0.916782583;-0.614135256
"CHRNA1";"ENSG00000138435";"protein_coding";2;174747592;174787935;0.006333;-0.407771416;1.840291373;-0.239613279
"CHRNA10";"ENSG00000129749";"protein_coding";11;3665587;3671384;NA;-1.82146288;3.505802191;0.182521117
"CHRNA2";"ENSG00000120903";"protein_coding";8;27459761;27479883;0.010272;-0.293224872;10.77381022;1.677360926
"CHRNA3";"ENSG00000080644";"protein_coding";15;78593052;78621295;0.001434;0;2.977347152;-1.911395411
"CHRNA4";"ENSG00000101204";"protein_coding";20;63343223;63378401;NA;-1.252889977;1.29164079;-0.322400263
"CHRNA5";"ENSG00000169684";"protein_coding";15;78565520;78595269;0.001434;0;6.553813486;0.064599179
"CHRNA6";"ENSG00000147434";"protein_coding";8;42752620;42796392;0.04396;-0.048447558;0.054640238;-0.666025663
"CHRNA7";"ENSG00000175344";"protein_coding";15;31923438;32173018;0.013033;0;2.250442166;0.163666283
"CHRNA9";"ENSG00000174343";"protein_coding";4;40335329;40355217;0.007291;-0.580808449;NA;1.735192981
"CHRNB1";"ENSG00000170175";"protein_coding";17;7445061;7457707;0;0;6.299839035;-2.111827057
"CHRNB2";"ENSG00000160716";"protein_coding";1;154567781;154580026;0.0660015;-0.659403748;1.505125815;-0.386094746
"CHRNB3";"ENSG00000147432";"protein_coding";8;42697376;42737407;0.04396;0;NA;-0.463217357
"CHRNB4";"ENSG00000117971";"protein_coding";15;78624119;78727754;0.001434;-0.409508974;-0.116097909;0.12342151
"CHRND";"ENSG00000135902";"protein_coding";2;232525993;232536667;0.010198;-0.132807198;NA;-0.522633853
"CHRNE";"ENSG00000108556";"protein_coding";17;4897774;4903074;0.009886;-1.567667568;3.604290349;0.944557479
"CHRNG";"ENSG00000196811";"protein_coding";2;232539727;232546403;0.010198;-0.114295985;-0.043568631;-0.359396934
"CHST1";"ENSG00000175264";"protein_coding";11;45648877;45665622;0;-0.210160201;4.631519003;1.032493893
"CHST10";"ENSG00000115526";"protein_coding";2;100391860;100417656;0.0155045;0;8.845121358;0.339974831
"CHST11";"ENSG00000171310";"protein_coding";12;104455295;104762014;0.039207;-2.106392683;5.725391313;1.89403308
"CHST12";"ENSG00000136213";"protein_coding";7;2403560;2448483;0.017678;-0.44893592;8.555837549;0.061588743
"CHST13";"ENSG00000180767";"protein_coding";3;126524283;126543291;0.056599;-0.951371945;1.511027176;0.337677393
"CHST14";"ENSG00000169105";"protein_coding";15;40470998;40474571;0.012072;0;9.494208346;0.288361701
"CHST15";"ENSG00000182022";"protein_coding";10;124007666;124093607;0.00584;-3.099729053;8.310890205;0.313514685
"CHST2";"ENSG00000175040";"protein_coding";3;143119331;143124014;NA;-0.218097056;7.769920408;-0.115076304
"CHST3";"ENSG00000122863";"protein_coding";10;71964365;72013564;0.011656;-1.669231442;8.660136221;-0.939737653
"CHST4";"ENSG00000140835";"protein_coding";16;71525233;71538746;0.003498;-0.543121913;0.36126568;0.588058505
"CHST5";"ENSG00000135702";"protein_coding";16;75528535;75535247;0.004173;-0.263314586;2.760266393;-0.283898374
"CHST6";"ENSG00000183196";"protein_coding";16;75472052;75495384;0.007671;0;3.534599536;-0.669194542
"CHST7";"ENSG00000147119";"protein_coding";23;46573784;46598408;0.023884;0;5.961888432;0.93821972
"CHST8";"ENSG00000124302";"protein_coding";19;33621955;33773509;0.0143915;-0.082790914;5.192481529;0.431595067
"CHST9";"ENSG00000154080";"protein_coding";18;26906481;27185317;0;0;6.163234339;-0.075108808
"CHSY1";"ENSG00000131873";"protein_coding";15;101175723;101251932;0.01752;-0.264194088;10.3020322;-0.140704619
"CHSY3";"ENSG00000198108";"protein_coding";5;129904472;130186634;0.021981;-0.745590821;3.921764391;-1.460226154
"CHTF18";"ENSG00000127586";"protein_coding";16;788046;800737;0.020964;-0.256971959;7.862576344;-0.954393721
"CHTF8";"ENSG00000168802";"protein_coding";16;69118010;69132584;0.005274;-0.558950434;11.22419971;-0.874379507
"CHTOP";"ENSG00000160679";"protein_coding";1;153633982;153646306;0.060651;NA;NA;0.456946105
"CHUK";"ENSG00000213341";"protein_coding";10;100188298;100229619;0.022932;0;8.859034783;-0.502828355
"CHURC1";"ENSG00000258289";"protein_coding";14;64914361;64944591;0.007327;0;10.07075492;-0.640674624
"CHURC1-FNTB";"ENSG00000125954";"protein_coding";14;64914485;65061803;0.00918856646251463;NA;NA;-0.611362487
"CIAO1";"ENSG00000144021";"protein_coding";2;96266132;96273349;NA;0;10.72948567;-2.603003421
"CIAPIN1";"ENSG00000005194";"protein_coding";16;57428169;57447528;0.003382;-0.878899335;9.489765308;1.918195788
"CIART";"ENSG00000159208";"protein_coding";1;150282543;150287093;0.065577;NA;NA;-0.268925417
"CIB1";"ENSG00000185043";"protein_coding";15;90229975;90234047;0.023286;-1.224768545;11.85618977;0.109636883
"CIB2";"ENSG00000136425";"protein_coding";15;78104606;78131544;0.0054;0;7.325988874;0.93188196
"CIB3";"ENSG00000141977";"protein_coding";19;16161368;16173525;0.008536;0;-0.433744244;0.671637709
"CIB4";"ENSG00000157884";"protein_coding";2;26581202;26641368;0.017362;0;0.826403854;0.083968956
"CIC";"ENSG00000079432";"protein_coding";19;42268537;42295797;0.005366;-0.013577458;10.46584262;-1.544201468
"CIDEA";"ENSG00000176194";"protein_coding";18;12254319;12277595;0.011778;0;-0.220288398;0.393925009
"CIDEB";"ENSG00000136305";"protein_coding";14;24305096;24311430;0.004788;0;8.051255131;0.059449749
"CIDEC";"ENSG00000187288";"protein_coding";3;9866711;9880254;0.011083;-1.573528445;1.200191695;-0.35448517
"CIITA";"ENSG00000179583";"protein_coding";16;10866222;10932281;0.0128202314467242;-6.5e-06;6.824740833;-0.147359267
"CILP";"ENSG00000138615";"protein_coding";15;65194758;65211488;0.01178;-0.087932601;5.573617803;-0.163837441
"CILP2";"ENSG00000160161";"protein_coding";19;19538248;19546659;0.010765;0;5.043332602;0.045863177
"CINP";"ENSG00000100865";"protein_coding";14;102341102;102362916;0.026321;-1.260818326;9.059630309;-0.510354444
"CIP2A";"ENSG00000163507";"protein_coding";3;108549869;108589644;0.013408;NA;NA;NA
"CIPC";"ENSG00000198894";"protein_coding";14;77098097;77117287;0;NA;NA;NA
"CIR1";"ENSG00000138433";"protein_coding";2;174348022;174395715;0.008234;-0.654843811;9.658820123;-0.447372959
